web_scraper_order,web_scraper_start_url,data,title,data2,title2,data3,data5,name,data7,data8,data11,data14,image,image2,image3,image4,image6
127738-4061,https://www.magicbricks.com/search/bengaluru,₹ 1.33 Cr,2 BHK Apartment in Hebbal,1398 sqft,Apartment,2 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,3 of 20,1,Semi-Furnished,https://images.property.com/img_35.jpg,https://images.property.com/img_995.jpg,https://images.property.com/img_997.jpg,https://images.property.com/img_461.jpg,https://images.property.com/img_84.jpg
461645-7201,https://www.nobroker.com/search/bengaluru,₹ 67.87 L,1 BHK Apartment in Koramangala,536 sqft,Apartment,1 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,13 of 20,1,Unfurnished,https://images.property.com/img_752.jpg,https://images.property.com/img_702.jpg,https://images.property.com/img_841.jpg,https://images.property.com/img_149.jpg,https://images.property.com/img_145.jpg
945189-9029,https://www.nobroker.com/search/bengaluru,₹ 84.32 L,1 BHK Apartment in Indiranagar,551 sqft,Apartment,1 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 1 BHK property in Indiranagar with modern amenities.,5 of 28,2,Fully Furnished,https://images.property.com/img_916.jpg,https://images.property.com/img_871.jpg,https://images.property.com/img_281.jpg,https://images.property.com/img_269.jpg,https://images.property.com/img_564.jpg
176410-4371,https://www.99acres.com/search/mumbai,₹ 86.58 L,1 BHK Apartment in Borivali West,468 sqft,Apartment,1 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 1 BHK property in Borivali West with modern amenities.,3 of 27,2,Unfurnished,https://images.property.com/img_527.jpg,https://images.property.com/img_648.jpg,https://images.property.com/img_34.jpg,https://images.property.com/img_115.jpg,https://images.property.com/img_473.jpg
757016-6922,https://www.magicbricks.com/search/bengaluru,₹ 86.55 L,1 BHK Apartment in Koramangala,605 sqft,Apartment,1 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,8 of 25,2,Unfurnished,https://images.property.com/img_473.jpg,https://images.property.com/img_224.jpg,https://images.property.com/img_184.jpg,https://images.property.com/img_640.jpg,https://images.property.com/img_243.jpg
200404-8465,https://www.nobroker.com/search/mumbai,₹ 3.08 Cr,2 BHK Apartment in Powai,1244 sqft,Apartment,2 BHK,Under Construction,"Powai, Mumbai",A beautiful 2 BHK property in Powai with modern amenities.,15 of 18,1,Semi-Furnished,https://images.property.com/img_72.jpg,https://images.property.com/img_90.jpg,https://images.property.com/img_615.jpg,https://images.property.com/img_308.jpg,https://images.property.com/img_669.jpg
813864-9438,https://www.99acres.com/search/mumbai,₹ 1.04 Cr,1 BHK Apartment in Andheri East,485 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,5 of 25,1,Unfurnished,https://images.property.com/img_871.jpg,https://images.property.com/img_268.jpg,https://images.property.com/img_919.jpg,https://images.property.com/img_634.jpg,https://images.property.com/img_497.jpg
677270-3047,https://www.housingcom.com/search/mumbai,₹ 4.56 Cr,4 BHK Apartment in Powai,1848 sqft,Apartment,4 BHK,Ready to Move,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,1 of 27,5,Semi-Furnished,https://images.property.com/img_535.jpg,https://images.property.com/img_435.jpg,https://images.property.com/img_460.jpg,https://images.property.com/img_515.jpg,https://images.property.com/img_475.jpg
929223-4184,https://www.housingcom.com/search/bengaluru,₹ 1.43 Cr,2 BHK Apartment in Indiranagar,940 sqft,Apartment,2 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 2 BHK property in Indiranagar with modern amenities.,12 of 22,2,Unfurnished,https://images.property.com/img_737.jpg,https://images.property.com/img_976.jpg,https://images.property.com/img_446.jpg,https://images.property.com/img_480.jpg,https://images.property.com/img_778.jpg
537799-4674,https://www.nobroker.com/search/bengaluru,₹ 1.55 Cr,3 BHK Apartment in Whitefield,2037 sqft,Apartment,3 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 3 BHK property in Whitefield with modern amenities.,10 of 30,1,Semi-Furnished,https://images.property.com/img_667.jpg,https://images.property.com/img_897.jpg,https://images.property.com/img_121.jpg,https://images.property.com/img_688.jpg,https://images.property.com/img_224.jpg
621174-4774,https://www.nobroker.com/search/mumbai,₹ 1.18 Cr,1 BHK Apartment in Andheri East,546 sqft,Apartment,1 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,12 of 20,1,Semi-Furnished,https://images.property.com/img_317.jpg,https://images.property.com/img_215.jpg,https://images.property.com/img_692.jpg,https://images.property.com/img_452.jpg,https://images.property.com/img_771.jpg
878922-1219,https://www.housingcom.com/search/mumbai,₹ 2.37 Cr,1 BHK Apartment in Bandra West,483 sqft,Apartment,1 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,2 of 16,1,Unfurnished,https://images.property.com/img_774.jpg,https://images.property.com/img_281.jpg,https://images.property.com/img_912.jpg,https://images.property.com/img_806.jpg,https://images.property.com/img_62.jpg
765759-4137,https://www.99acres.com/search/bengaluru,₹ 86.34 L,1 BHK Apartment in Koramangala,575 sqft,Apartment,1 BHK,Ready to Move,"Koramangala, Bengaluru",A beautiful 1 BHK property in Koramangala with modern amenities.,11 of 22,1,Fully Furnished,https://images.property.com/img_82.jpg,https://images.property.com/img_911.jpg,https://images.property.com/img_749.jpg,https://images.property.com/img_962.jpg,https://images.property.com/img_927.jpg
292069-6591,https://www.nobroker.com/search/bengaluru,₹ 37.76 L,1 BHK Apartment in Whitefield,471 sqft,Apartment,1 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 1 BHK property in Whitefield with modern amenities.,7 of 26,2,Unfurnished,https://images.property.com/img_220.jpg,https://images.property.com/img_295.jpg,https://images.property.com/img_118.jpg,https://images.property.com/img_868.jpg,https://images.property.com/img_513.jpg
977389-9975,https://www.housingcom.com/search/mumbai,₹ 6.25 Cr,3 BHK Apartment in Bandra West,1437 sqft,Apartment,3 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 3 BHK property in Bandra West with modern amenities.,12 of 28,1,Unfurnished,https://images.property.com/img_170.jpg,https://images.property.com/img_72.jpg,https://images.property.com/img_524.jpg,https://images.property.com/img_682.jpg,https://images.property.com/img_722.jpg
858726-9891,https://www.housingcom.com/search/bengaluru,₹ 3.17 Cr,3 BHK Apartment in Indiranagar,1998 sqft,Apartment,3 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 3 BHK property in Indiranagar with modern amenities.,10 of 27,1,Unfurnished,https://images.property.com/img_858.jpg,https://images.property.com/img_245.jpg,https://images.property.com/img_376.jpg,https://images.property.com/img_88.jpg,https://images.property.com/img_872.jpg
279912-2726,https://www.magicbricks.com/search/bengaluru,₹ 1.59 Cr,4 BHK Apartment in HSR Layout,1856 sqft,Apartment,4 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,11 of 28,5,Fully Furnished,https://images.property.com/img_846.jpg,https://images.property.com/img_982.jpg,https://images.property.com/img_549.jpg,https://images.property.com/img_344.jpg,https://images.property.com/img_651.jpg
354862-4099,https://www.99acres.com/search/mumbai,₹ 3.44 Cr,2 BHK Apartment in Powai,1284 sqft,Apartment,2 BHK,Ready to Move,"Powai, Mumbai",A beautiful 2 BHK property in Powai with modern amenities.,13 of 18,1,Fully Furnished,https://images.property.com/img_298.jpg,https://images.property.com/img_752.jpg,https://images.property.com/img_67.jpg,https://images.property.com/img_601.jpg,https://images.property.com/img_435.jpg
105909-7268,https://www.magicbricks.com/search/bengaluru,₹ 37.62 L,1 BHK Apartment in HSR Layout,460 sqft,Apartment,1 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 1 BHK property in HSR Layout with modern amenities.,8 of 22,1,Fully Furnished,https://images.property.com/img_921.jpg,https://images.property.com/img_417.jpg,https://images.property.com/img_565.jpg,https://images.property.com/img_571.jpg,https://images.property.com/img_822.jpg
664458-4791,https://www.nobroker.com/search/bengaluru,₹ 2.44 Cr,3 BHK Apartment in Indiranagar,1563 sqft,Apartment,3 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 3 BHK property in Indiranagar with modern amenities.,6 of 29,2,Fully Furnished,https://images.property.com/img_199.jpg,https://images.property.com/img_912.jpg,https://images.property.com/img_622.jpg,https://images.property.com/img_639.jpg,https://images.property.com/img_51.jpg
123860-7228,https://www.nobroker.com/search/bengaluru,₹ 1.92 Cr,3 BHK Apartment in HSR Layout,1986 sqft,Apartment,3 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 3 BHK property in HSR Layout with modern amenities.,7 of 22,3,Fully Furnished,https://images.property.com/img_430.jpg,https://images.property.com/img_239.jpg,https://images.property.com/img_960.jpg,https://images.property.com/img_53.jpg,https://images.property.com/img_635.jpg
476168-6374,https://www.magicbricks.com/search/mumbai,₹ 2.34 Cr,1 BHK Apartment in Bandra West,557 sqft,Apartment,1 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 1 BHK property in Bandra West with modern amenities.,5 of 24,2,Semi-Furnished,https://images.property.com/img_408.jpg,https://images.property.com/img_959.jpg,https://images.property.com/img_67.jpg,https://images.property.com/img_648.jpg,https://images.property.com/img_826.jpg
158891-5659,https://www.magicbricks.com/search/mumbai,₹ 2.58 Cr,2 BHK Apartment in Powai,938 sqft,Apartment,2 BHK,Ready to Move,"Powai, Mumbai",A beautiful 2 BHK property in Powai with modern amenities.,2 of 26,3,Semi-Furnished,https://images.property.com/img_466.jpg,https://images.property.com/img_933.jpg,https://images.property.com/img_788.jpg,https://images.property.com/img_539.jpg,https://images.property.com/img_752.jpg
243642-8486,https://www.99acres.com/search/mumbai,₹ 1.40 Cr,1 BHK Apartment in Powai,588 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,6 of 18,1,Fully Furnished,https://images.property.com/img_526.jpg,https://images.property.com/img_330.jpg,https://images.property.com/img_698.jpg,https://images.property.com/img_83.jpg,https://images.property.com/img_37.jpg
650559-4075,https://www.magicbricks.com/search/mumbai,₹ 4.19 Cr,4 BHK Apartment in Borivali West,2216 sqft,Apartment,4 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 4 BHK property in Borivali West with modern amenities.,10 of 15,5,Semi-Furnished,https://images.property.com/img_387.jpg,https://images.property.com/img_781.jpg,https://images.property.com/img_852.jpg,https://images.property.com/img_369.jpg,https://images.property.com/img_116.jpg
861374-8963,https://www.nobroker.com/search/mumbai,₹ 1.69 Cr,1 BHK Apartment in Powai,623 sqft,Apartment,1 BHK,Under Construction,"Powai, Mumbai",A beautiful 1 BHK property in Powai with modern amenities.,15 of 19,1,Unfurnished,https://images.property.com/img_753.jpg,https://images.property.com/img_682.jpg,https://images.property.com/img_388.jpg,https://images.property.com/img_751.jpg,https://images.property.com/img_538.jpg
741172-1516,https://www.99acres.com/search/bengaluru,₹ 1.02 Cr,1 BHK Apartment in Indiranagar,677 sqft,Apartment,1 BHK,Ready to Move,"Indiranagar, Bengaluru",A beautiful 1 BHK property in Indiranagar with modern amenities.,3 of 18,1,Fully Furnished,https://images.property.com/img_351.jpg,https://images.property.com/img_623.jpg,https://images.property.com/img_934.jpg,https://images.property.com/img_542.jpg,https://images.property.com/img_560.jpg
439114-7835,https://www.housingcom.com/search/mumbai,₹ 9.27 Cr,3 BHK Apartment in Worli,1767 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,14 of 19,4,Fully Furnished,https://images.property.com/img_453.jpg,https://images.property.com/img_32.jpg,https://images.property.com/img_81.jpg,https://images.property.com/img_583.jpg,https://images.property.com/img_466.jpg
653272-4980,https://www.magicbricks.com/search/bengaluru,₹ 45.06 L,1 BHK Apartment in HSR Layout,508 sqft,Apartment,1 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 1 BHK property in HSR Layout with modern amenities.,6 of 21,2,Semi-Furnished,https://images.property.com/img_730.jpg,https://images.property.com/img_539.jpg,https://images.property.com/img_902.jpg,https://images.property.com/img_845.jpg,https://images.property.com/img_28.jpg
920227-2258,https://www.nobroker.com/search/mumbai,₹ 83.36 L,1 BHK Apartment in Borivali West,475 sqft,Apartment,1 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 1 BHK property in Borivali West with modern amenities.,14 of 16,1,Fully Furnished,https://images.property.com/img_972.jpg,https://images.property.com/img_205.jpg,https://images.property.com/img_273.jpg,https://images.property.com/img_254.jpg,https://images.property.com/img_901.jpg
609862-6555,https://www.magicbricks.com/search/bengaluru,₹ 3.88 Cr,4 BHK Apartment in Indiranagar,2356 sqft,Apartment,4 BHK,Under Construction,"Indiranagar, Bengaluru",A beautiful 4 BHK property in Indiranagar with modern amenities.,8 of 21,2,Unfurnished,https://images.property.com/img_989.jpg,https://images.property.com/img_731.jpg,https://images.property.com/img_926.jpg,https://images.property.com/img_281.jpg,https://images.property.com/img_319.jpg
216692-8549,https://www.magicbricks.com/search/mumbai,₹ 2.20 Cr,3 BHK Apartment in Thane West,1767 sqft,Apartment,3 BHK,Ready to Move,"Thane West, Mumbai",A beautiful 3 BHK property in Thane West with modern amenities.,1 of 16,3,Semi-Furnished,https://images.property.com/img_916.jpg,https://images.property.com/img_735.jpg,https://images.property.com/img_689.jpg,https://images.property.com/img_131.jpg,https://images.property.com/img_403.jpg
365445-8108,https://www.nobroker.com/search/mumbai,₹ 3.38 Cr,3 BHK Apartment in Powai,1494 sqft,Apartment,3 BHK,Under Construction,"Powai, Mumbai",A beautiful 3 BHK property in Powai with modern amenities.,6 of 30,2,Semi-Furnished,https://images.property.com/img_896.jpg,https://images.property.com/img_309.jpg,https://images.property.com/img_59.jpg,https://images.property.com/img_335.jpg,https://images.property.com/img_663.jpg
936669-5284,https://www.housingcom.com/search/bengaluru,₹ 1.31 Cr,4 BHK Apartment in Electronic City,2468 sqft,Apartment,4 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 4 BHK property in Electronic City with modern amenities.,1 of 29,3,Semi-Furnished,https://images.property.com/img_730.jpg,https://images.property.com/img_548.jpg,https://images.property.com/img_937.jpg,https://images.property.com/img_97.jpg,https://images.property.com/img_892.jpg
257447-1516,https://www.99acres.com/search/mumbai,₹ 7.65 Cr,3 BHK Apartment in Bandra West,1707 sqft,Apartment,3 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 3 BHK property in Bandra West with modern amenities.,8 of 23,2,Fully Furnished,https://images.property.com/img_813.jpg,https://images.property.com/img_4.jpg,https://images.property.com/img_43.jpg,https://images.property.com/img_361.jpg,https://images.property.com/img_778.jpg
856113-5110,https://www.housingcom.com/search/mumbai,₹ 2.08 Cr,2 BHK Apartment in Borivali West,1092 sqft,Apartment,2 BHK,Under Construction,"Borivali West, Mumbai",A beautiful 2 BHK property in Borivali West with modern amenities.,1 of 30,2,Semi-Furnished,https://images.property.com/img_619.jpg,https://images.property.com/img_785.jpg,https://images.property.com/img_910.jpg,https://images.property.com/img_434.jpg,https://images.property.com/img_971.jpg
760854-5408,https://www.99acres.com/search/mumbai,₹ 2.59 Cr,2 BHK Apartment in Andheri East,1266 sqft,Apartment,2 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 2 BHK property in Andheri East with modern amenities.,6 of 23,2,Semi-Furnished,https://images.property.com/img_596.jpg,https://images.property.com/img_74.jpg,https://images.property.com/img_634.jpg,https://images.property.com/img_293.jpg,https://images.property.com/img_229.jpg
695226-2605,https://www.magicbricks.com/search/mumbai,₹ 3.92 Cr,4 BHK Apartment in Borivali West,2064 sqft,Apartment,4 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 4 BHK property in Borivali West with modern amenities.,11 of 30,3,Fully Furnished,https://images.property.com/img_390.jpg,https://images.property.com/img_615.jpg,https://images.property.com/img_879.jpg,https://images.property.com/img_897.jpg,https://images.property.com/img_943.jpg
757133-2637,https://www.magicbricks.com/search/mumbai,₹ 4.35 Cr,4 BHK Apartment in Powai,1848 sqft,Apartment,4 BHK,Ready to Move,"Powai, Mumbai",A beautiful 4 BHK property in Powai with modern amenities.,13 of 23,4,Fully Furnished,https://images.property.com/img_586.jpg,https://images.property.com/img_842.jpg,https://images.property.com/img_840.jpg,https://images.property.com/img_488.jpg,https://images.property.com/img_769.jpg
861000-8719,https://www.nobroker.com/search/mumbai,₹ 10.85 Cr,4 BHK Apartment in Bandra West,2420 sqft,Apartment,4 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 4 BHK property in Bandra West with modern amenities.,5 of 29,1,Fully Furnished,https://images.property.com/img_942.jpg,https://images.property.com/img_846.jpg,https://images.property.com/img_689.jpg,https://images.property.com/img_90.jpg,https://images.property.com/img_524.jpg
775492-2050,https://www.99acres.com/search/mumbai,₹ 11.58 Cr,4 BHK Apartment in Bandra West,2608 sqft,Apartment,4 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 4 BHK property in Bandra West with modern amenities.,10 of 23,4,Unfurnished,https://images.property.com/img_438.jpg,https://images.property.com/img_497.jpg,https://images.property.com/img_176.jpg,https://images.property.com/img_849.jpg,https://images.property.com/img_656.jpg
382589-5798,https://www.nobroker.com/search/mumbai,₹ 2.34 Cr,2 BHK Apartment in Borivali West,1236 sqft,Apartment,2 BHK,Ready to Move,"Borivali West, Mumbai",A beautiful 2 BHK property in Borivali West with modern amenities.,6 of 18,1,Fully Furnished,https://images.property.com/img_482.jpg,https://images.property.com/img_770.jpg,https://images.property.com/img_166.jpg,https://images.property.com/img_966.jpg,https://images.property.com/img_714.jpg
249191-9283,https://www.99acres.com/search/mumbai,₹ 1.11 Cr,1 BHK Apartment in Andheri East,528 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,3 of 30,2,Unfurnished,https://images.property.com/img_693.jpg,https://images.property.com/img_793.jpg,https://images.property.com/img_680.jpg,https://images.property.com/img_951.jpg,https://images.property.com/img_54.jpg
598867-4111,https://www.nobroker.com/search/bengaluru,₹ 2.31 Cr,3 BHK Apartment in Koramangala,1620 sqft,Apartment,3 BHK,Under Construction,"Koramangala, Bengaluru",A beautiful 3 BHK property in Koramangala with modern amenities.,1 of 19,4,Unfurnished,https://images.property.com/img_805.jpg,https://images.property.com/img_280.jpg,https://images.property.com/img_647.jpg,https://images.property.com/img_96.jpg,https://images.property.com/img_698.jpg
530453-8040,https://www.housingcom.com/search/bengaluru,₹ 78.74 L,2 BHK Apartment in HSR Layout,964 sqft,Apartment,2 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,2 of 23,1,Semi-Furnished,https://images.property.com/img_123.jpg,https://images.property.com/img_554.jpg,https://images.property.com/img_311.jpg,https://images.property.com/img_388.jpg,https://images.property.com/img_919.jpg
404518-6621,https://www.magicbricks.com/search/mumbai,₹ 3.52 Cr,4 BHK Apartment in Andheri East,1876 sqft,Apartment,4 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 4 BHK property in Andheri East with modern amenities.,10 of 28,3,Unfurnished,https://images.property.com/img_608.jpg,https://images.property.com/img_310.jpg,https://images.property.com/img_908.jpg,https://images.property.com/img_355.jpg,https://images.property.com/img_440.jpg
782253-2216,https://www.nobroker.com/search/bengaluru,₹ 1.54 Cr,4 BHK Apartment in HSR Layout,1820 sqft,Apartment,4 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 4 BHK property in HSR Layout with modern amenities.,12 of 27,3,Semi-Furnished,https://images.property.com/img_773.jpg,https://images.property.com/img_286.jpg,https://images.property.com/img_707.jpg,https://images.property.com/img_730.jpg,https://images.property.com/img_510.jpg
309418-8257,https://www.nobroker.com/search/mumbai,₹ 12.00 Cr,4 BHK Apartment in Worli,2252 sqft,Apartment,4 BHK,Ready to Move,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,3 of 17,4,Unfurnished,https://images.property.com/img_546.jpg,https://images.property.com/img_81.jpg,https://images.property.com/img_464.jpg,https://images.property.com/img_402.jpg,https://images.property.com/img_838.jpg
345242-2553,https://www.housingcom.com/search/bengaluru,₹ 78.63 L,2 BHK Apartment in HSR Layout,904 sqft,Apartment,2 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,2 of 20,3,Unfurnished,https://images.property.com/img_359.jpg,https://images.property.com/img_97.jpg,https://images.property.com/img_255.jpg,https://images.property.com/img_183.jpg,https://images.property.com/img_55.jpg
981095-2150,https://www.housingcom.com/search/mumbai,₹ 6.32 Cr,3 BHK Apartment in Bandra West,1560 sqft,Apartment,3 BHK,Under Construction,"Bandra West, Mumbai",A beautiful 3 BHK property in Bandra West with modern amenities.,7 of 18,4,Semi-Furnished,https://images.property.com/img_43.jpg,https://images.property.com/img_518.jpg,https://images.property.com/img_260.jpg,https://images.property.com/img_364.jpg,https://images.property.com/img_948.jpg
519703-5289,https://www.housingcom.com/search/mumbai,₹ 9.10 Cr,3 BHK Apartment in Worli,1776 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,15 of 21,2,Semi-Furnished,https://images.property.com/img_748.jpg,https://images.property.com/img_674.jpg,https://images.property.com/img_998.jpg,https://images.property.com/img_183.jpg,https://images.property.com/img_596.jpg
837461-1078,https://www.99acres.com/search/bengaluru,₹ 34.34 L,1 BHK Apartment in Electronic City,568 sqft,Apartment,1 BHK,Ready to Move,"Electronic City, Bengaluru",A beautiful 1 BHK property in Electronic City with modern amenities.,8 of 23,1,Semi-Furnished,https://images.property.com/img_80.jpg,https://images.property.com/img_467.jpg,https://images.property.com/img_395.jpg,https://images.property.com/img_473.jpg,https://images.property.com/img_513.jpg
753035-4109,https://www.99acres.com/search/bengaluru,₹ 1.43 Cr,3 BHK Apartment in Hebbal,1443 sqft,Apartment,3 BHK,Ready to Move,"Hebbal, Bengaluru",A beautiful 3 BHK property in Hebbal with modern amenities.,4 of 27,1,Semi-Furnished,https://images.property.com/img_73.jpg,https://images.property.com/img_86.jpg,https://images.property.com/img_841.jpg,https://images.property.com/img_102.jpg,https://images.property.com/img_441.jpg
890141-2683,https://www.magicbricks.com/search/bengaluru,₹ 81.95 L,2 BHK Apartment in HSR Layout,904 sqft,Apartment,2 BHK,Under Construction,"HSR Layout, Bengaluru",A beautiful 2 BHK property in HSR Layout with modern amenities.,13 of 24,1,Fully Furnished,https://images.property.com/img_535.jpg,https://images.property.com/img_693.jpg,https://images.property.com/img_685.jpg,https://images.property.com/img_689.jpg,https://images.property.com/img_95.jpg
298117-4303,https://www.nobroker.com/search/mumbai,₹ 8.20 Cr,3 BHK Apartment in Worli,1545 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,1 of 27,2,Unfurnished,https://images.property.com/img_584.jpg,https://images.property.com/img_978.jpg,https://images.property.com/img_568.jpg,https://images.property.com/img_26.jpg,https://images.property.com/img_814.jpg
881087-2507,https://www.magicbricks.com/search/mumbai,₹ 11.61 Cr,4 BHK Apartment in Worli,2316 sqft,Apartment,4 BHK,Under Construction,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,7 of 16,2,Unfurnished,https://images.property.com/img_498.jpg,https://images.property.com/img_309.jpg,https://images.property.com/img_371.jpg,https://images.property.com/img_815.jpg,https://images.property.com/img_471.jpg
216379-3446,https://www.nobroker.com/search/bengaluru,₹ 1.18 Cr,2 BHK Apartment in Hebbal,1264 sqft,Apartment,2 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 2 BHK property in Hebbal with modern amenities.,3 of 28,3,Fully Furnished,https://images.property.com/img_771.jpg,https://images.property.com/img_69.jpg,https://images.property.com/img_872.jpg,https://images.property.com/img_540.jpg,https://images.property.com/img_337.jpg
825139-7999,https://www.magicbricks.com/search/mumbai,₹ 8.29 Cr,3 BHK Apartment in Worli,1566 sqft,Apartment,3 BHK,Under Construction,"Worli, Mumbai",A beautiful 3 BHK property in Worli with modern amenities.,8 of 21,4,Semi-Furnished,https://images.property.com/img_637.jpg,https://images.property.com/img_960.jpg,https://images.property.com/img_958.jpg,https://images.property.com/img_193.jpg,https://images.property.com/img_519.jpg
885114-6608,https://www.magicbricks.com/search/mumbai,₹ 1.10 Cr,1 BHK Apartment in Andheri East,564 sqft,Apartment,1 BHK,Ready to Move,"Andheri East, Mumbai",A beautiful 1 BHK property in Andheri East with modern amenities.,5 of 22,1,Semi-Furnished,https://images.property.com/img_420.jpg,https://images.property.com/img_226.jpg,https://images.property.com/img_743.jpg,https://images.property.com/img_308.jpg,https://images.property.com/img_784.jpg
873280-9954,https://www.nobroker.com/search/mumbai,₹ 3.99 Cr,2 BHK Apartment in Bandra West,938 sqft,Apartment,2 BHK,Ready to Move,"Bandra West, Mumbai",A beautiful 2 BHK property in Bandra West with modern amenities.,3 of 29,2,Fully Furnished,https://images.property.com/img_607.jpg,https://images.property.com/img_781.jpg,https://images.property.com/img_540.jpg,https://images.property.com/img_689.jpg,https://images.property.com/img_773.jpg
562339-6122,https://www.housingcom.com/search/bengaluru,₹ 1.48 Cr,3 BHK Apartment in HSR Layout,1518 sqft,Apartment,3 BHK,Ready to Move,"HSR Layout, Bengaluru",A beautiful 3 BHK property in HSR Layout with modern amenities.,11 of 25,4,Unfurnished,https://images.property.com/img_579.jpg,https://images.property.com/img_487.jpg,https://images.property.com/img_210.jpg,https://images.property.com/img_828.jpg,https://images.property.com/img_64.jpg
864489-9659,https://www.99acres.com/search/mumbai,₹ 11.79 Cr,4 BHK Apartment in Worli,2252 sqft,Apartment,4 BHK,Under Construction,"Worli, Mumbai",A beautiful 4 BHK property in Worli with modern amenities.,14 of 19,4,Semi-Furnished,https://images.property.com/img_382.jpg,https://images.property.com/img_689.jpg,https://images.property.com/img_306.jpg,https://images.property.com/img_971.jpg,https://images.property.com/img_566.jpg
533633-8556,https://www.housingcom.com/search/bengaluru,₹ 1.62 Cr,3 BHK Apartment in Whitefield,2088 sqft,Apartment,3 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 3 BHK property in Whitefield with modern amenities.,14 of 25,2,Unfurnished,https://images.property.com/img_144.jpg,https://images.property.com/img_16.jpg,https://images.property.com/img_442.jpg,https://images.property.com/img_258.jpg,https://images.property.com/img_729.jpg
945321-5888,https://www.magicbricks.com/search/bengaluru,₹ 2.05 Cr,4 BHK Apartment in Hebbal,2096 sqft,Apartment,4 BHK,Under Construction,"Hebbal, Bengaluru",A beautiful 4 BHK property in Hebbal with modern amenities.,1 of 29,1,Semi-Furnished,https://images.property.com/img_474.jpg,https://images.property.com/img_897.jpg,https://images.property.com/img_30.jpg,https://images.property.com/img_75.jpg,https://images.property.com/img_504.jpg
426738-4026,https://www.housingcom.com/search/bengaluru,₹ 38.49 L,1 BHK Apartment in Whitefield,482 sqft,Apartment,1 BHK,Under Construction,"Whitefield, Bengaluru",A beautiful 1 BHK property in Whitefield with modern amenities.,7 of 16,1,Unfurnished,https://images.property.com/img_822.jpg,https://images.property.com/img_938.jpg,https://images.property.com/img_834.jpg,https://images.property.com/img_421.jpg,https://images.property.com/img_867.jpg
223092-4967,https://www.nobroker.com/search/mumbai,₹ 2.21 Cr,2 BHK Apartment in Andheri East,1172 sqft,Apartment,2 BHK,Under Construction,"Andheri East, Mumbai",A beautiful 2 BHK property in Andheri East with modern amenities.,11 of 20,3,Semi-Furnished,https://images.property.com/img_872.jpg,https://images.property.com/img_174.jpg,https://images.property.com/img_905.jpg,https://images.property.com/img_828.jpg,https://images.property.com/img_923.jpg
